state,year,deaths_caused_by_another_person_female,deaths_caused_by_another_person_male,deaths_caused_by_another_person_total,deaths_from_accidental_injury_to_self_female,deaths_from_accidental_injury_to_self_male,deaths_from_accidental_injury_to_self_total,deaths_from_aids_female,deaths_from_aids_male,deaths_from_aids_total,deaths_from_execution_female,deaths_from_execution_male,deaths_from_execution_total,deaths_from_homicide_by_other_inmates_female,deaths_from_homicide_by_other_inmates_male,deaths_from_homicide_by_other_inmates_total,deaths_from_illness_or_natural_cause_female,deaths_from_illness_or_natural_cause_male,deaths_from_illness_or_natural_cause_total,deaths_from_other_homicide_female,deaths_from_other_homicide_male,deaths_from_other_homicide_total,deaths_from_suicide_female,deaths_from_suicide_male,deaths_from_suicide_total,total_deaths_female,total_deaths_male,total_deaths_total
New Jersey,1992,0,1,1,0,0,0,3,62,65,0,0,0,NA,NA,NA,1,36,37,NA,NA,NA,0,1,1,NA,NA,NA
New Jersey,1993,0,1,1,0,0,0,5,65,70,0,0,0,NA,NA,NA,3,35,38,NA,NA,NA,0,3,3,NA,NA,NA
New Jersey,1994,0,2,2,0,0,0,4,62,66,0,0,0,NA,NA,NA,1,22,23,NA,NA,NA,0,4,4,NA,NA,NA
New Jersey,1995,0,1,1,0,2,2,8,58,66,0,0,0,NA,NA,NA,1,25,26,NA,NA,NA,0,6,6,NA,NA,NA
New Jersey,1996,0,0,0,0,0,0,2,72,74,0,0,0,NA,NA,NA,4,37,41,NA,NA,NA,0,0,0,NA,NA,NA
New Jersey,1997,0,5,5,0,4,4,1,40,41,0,0,0,NA,NA,NA,4,39,43,NA,NA,NA,0,1,1,NA,NA,NA
New Jersey,1998,0,1,1,0,1,1,1,15,16,0,0,0,NA,NA,NA,2,34,36,NA,NA,NA,0,2,2,NA,NA,NA
New Jersey,1999,NA,NA,NA,0,0,0,0,14,14,0,0,0,0,1,1,3,61,64,0,0,0,0,7,7,3,89,92
New Jersey,2e3,NA,NA,NA,0,1,1,0,20,20,0,0,0,0,1,1,1,52,53,0,0,0,0,2,2,2,92,94
New Jersey,2001,NA,NA,NA,0,0,0,0,19,19,0,0,0,0,0,0,5,39,44,0,1,1,0,1,1,5,66,71
New Jersey,2002,NA,NA,NA,0,0,0,0,11,11,0,0,0,0,0,0,0,53,53,0,0,0,1,2,3,1,70,71
New Jersey,2003,NA,NA,NA,0,3,3,1,9,10,0,0,0,0,1,1,2,38,40,0,0,0,0,3,3,3,60,63
New Jersey,2004,NA,NA,NA,0,0,0,0,7,7,0,0,0,0,1,1,2,35,37,0,2,2,0,5,5,3,61,64
New Jersey,2005,NA,NA,NA,0,0,0,0,5,5,0,0,0,0,0,0,1,48,49,0,0,0,0,2,2,1,60,61
New Jersey,2006,NA,NA,NA,0,3,3,1,4,5,0,0,0,0,1,1,2,51,53,0,0,0,1,5,6,4,72,76
New Jersey,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Jersey,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
