state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,deaths_caused_by_another_person_female,deaths_caused_by_another_person_male,deaths_caused_by_another_person_total,deaths_from_accidental_injury_to_self_female,deaths_from_accidental_injury_to_self_male,deaths_from_accidental_injury_to_self_total,deaths_from_aids_female,deaths_from_aids_male,deaths_from_aids_total,deaths_from_execution_female,deaths_from_execution_male,deaths_from_execution_total,deaths_from_homicide_by_other_inmates_female,deaths_from_homicide_by_other_inmates_male,deaths_from_homicide_by_other_inmates_total,deaths_from_illness_or_natural_cause_female,deaths_from_illness_or_natural_cause_male,deaths_from_illness_or_natural_cause_total,deaths_from_other_homicide_female,deaths_from_other_homicide_male,deaths_from_other_homicide_total,deaths_from_suicide_female,deaths_from_suicide_male,deaths_from_suicide_total,total_deaths_female,total_deaths_male,total_deaths_total
Federal Prison Total,2005,215251252,182729336,288398819,147035008,141363811,111348154,103903098,92631664,90097672,NA,NA,NA,0,6,6,2,25,27,0,0,0,0,15,15,21,306,327,0,0,0,0,13,13,23,365,388
Federal Prison Total,2004,212798888,180679298,285674993,145878559,139796434,110231619,102567269,91700074,88979224,NA,NA,NA,0,6,6,0,18,18,0,0,0,0,3,3,18,277,295,0,0,0,0,11,11,18,315,333
Federal Prison Total,2003,210291625,178569728,283051379,144585379,138466e3,109026540,101265085,90678974,87890754,NA,NA,NA,0,4,4,0,14,14,0,1,1,0,5,5,20,295,315,0,0,0,0,6,6,20,327,347
Federal Prison Total,2002,208144701,176648656,280717370,143638102,137079268,108156956,99987745,89878457,86770199,NA,NA,NA,0,5,5,1,16,17,0,0,0,0,3,3,10,279,289,0,0,0,0,17,17,11,324,335
Federal Prison Total,2001,204943608,173760985,277075792,141869552,135206240,106626023,98317585,88468452,85292533,NA,NA,NA,0,6,6,1,21,22,0,2,2,0,8,8,14,233,247,0,0,0,0,18,18,15,288,303
Federal Prison Total,2000,201524907,170480774,273631565,140026967,133604598,104928829,96596078,86843061,83637713,NA,NA,NA,0,4,4,0,21,21,0,0,0,0,5,5,10,232,242,0,0,0,0,13,13,10,275,285
Federal Prison Total,1999,199841353.79999998,169008280.3,271079171.3,138745496.7,132333674.60000001,104067422.6,95773931.2,86046434.9,82961845.4,NA,NA,NA,0,0,0,1,15,16,0,0,0,0,5,5,9,226,235,0,0,0,0,12,12,10,258,268
Federal Prison Total,1998,198157800.6,167535786.6,268526777.6,137464026.4,131062751.2,103206016.2,94951784.4,85249808.8,82285977.8,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Federal Prison Total,1997,196474247.4,166063292.9,265974383.9,136182556.1,129791827.8,102344609.8,94129637.6,84453182.7,81610110.2,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Federal Prison Total,1996,194790694.20000002,164590799.2,263421990.2,134901085.8,128520904.39999999,101483203.4,93307490.8,83656556.6,80934242.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Federal Prison Total,1995,193107141,163118305.5,260869596.5,133619615.5,127249981,100621797,92485344,82859930.5,80258375,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Federal Prison Total,1994,191423587.79999998,161645811.8,258317202.8,132338145.2,125979057.60000001,99760390.6,91663197.2,82063304.4,79582507.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Federal Prison Total,1993,189740034.6,160173318.1,255764809.1,131056674.9,124708134.2,98898984.2,90841050.4,81266678.3,78906639.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Federal Prison Total,1992,188056481.4,158700824.4,253212415.4,129775204.6,123437210.8,98037577.8,90018903.6,80470052.2,78230772.2,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Federal Prison Total,1991,186372928.20000002,157228330.7,250660021.7,128493734.3,122166287.39999999,97176171.4,89196756.8,79673426.1,77554904.6,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Federal Prison Total,1990,184689375,155755837,248107628,127212264,120895364,96314765,88374610,78876800,76879037,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA
Federal Prison Total,1989,182464019.5,154062039.3,245983105.20000002,126180925.6,119802179.6,95222236.5,87241783,78107908,75954131.3,0,5,5,0,3,3,NA,NA,NA,0,0,0,NA,NA,NA,6,99,105,NA,NA,NA,0,10,10,NA,NA,NA
Federal Prison Total,1988,180238664,152368241.6,243858582.4,125149587.2,118708995.2,94129708,86108956,77339016,75029225.6,0,9,9,0,6,6,NA,NA,NA,0,0,0,NA,NA,NA,5,97,102,NA,NA,NA,0,10,10,NA,NA,NA
Federal Prison Total,1987,178013308.5,150674443.9,241734059.6,124118248.8,117615810.8,93037179.5,84976129,76570124,74104319.9,0,17,17,1,6,7,NA,NA,NA,0,0,0,NA,NA,NA,5,74,79,NA,NA,NA,0,8,8,NA,NA,NA
Federal Prison Total,1986,175787953,148980646.2,239609536.79999998,123086910.4,116522626.4,91944651,83843302,75801232,73179414.2,0,12,12,1,4,5,NA,NA,NA,0,0,0,NA,NA,NA,2,63,65,NA,NA,NA,0,6,6,NA,NA,NA
Federal Prison Total,1985,173562597.5,147286848.5,237485014,122055572,115429442,90852122.5,82710475,75032340,72254508.5,0,9,9,0,2,2,NA,NA,NA,0,0,0,NA,NA,NA,4,64,68,NA,NA,NA,1,7,8,NA,NA,NA
Federal Prison Total,1984,171337242,145593050.8,235360491.20000002,121024233.6,114336257.6,89759594,81577648,74263448,71329602.8,0,10,10,1,2,3,NA,NA,NA,0,0,0,NA,NA,NA,4,59,63,NA,NA,NA,0,8,8,NA,NA,NA
Federal Prison Total,1983,169111886.5,143899253.1,233235968.4,119992895.2,113243073.2,88667065.5,80444821,73494556,70404697.1,0,11,11,0,1,1,NA,NA,NA,0,0,0,NA,NA,NA,1,49,50,NA,NA,NA,0,7,7,NA,NA,NA
Federal Prison Total,1982,166886531,142205455.4,231111445.6,118961556.8,112149888.8,87574537,79311994,72725664,69479791.4,0,8,8,0,1,1,NA,NA,NA,0,0,0,NA,NA,NA,1,30,31,NA,NA,NA,0,7,7,NA,NA,NA
Federal Prison Total,1981,164661175.5,140511657.7,228986922.79999998,117930218.4,111056704.4,86482008.5,78179167,71956772,68554885.7,0,13,13,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,36,36,NA,NA,NA,0,9,9,NA,NA,NA
Federal Prison Total,1980,162435820,138817860,226862400,116898880,109963520,85389480,77046340,71187880,67629980,0,7,7,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,26,26,NA,NA,NA,0,5,5,NA,NA,NA
Federal Prison Total,1979,159483668,136350164,224480020,115655862,108824158,83850252,75633416,69979402,66370762,0,16,16,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,1,34,35,NA,NA,NA,0,9,9,NA,NA,NA
Federal Prison Total,1978,156531516,133882468,222097640,114412844,107684796,82311024,74220492,68770924,65111544,0,16,16,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,2,30,32,NA,NA,NA,0,2,2,NA,NA,NA
