state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,deaths_caused_by_another_person_female,deaths_caused_by_another_person_male,deaths_caused_by_another_person_total,deaths_from_accidental_injury_to_self_female,deaths_from_accidental_injury_to_self_male,deaths_from_accidental_injury_to_self_total,deaths_from_aids_female,deaths_from_aids_male,deaths_from_aids_total,deaths_from_execution_female,deaths_from_execution_male,deaths_from_execution_total,deaths_from_homicide_by_other_inmates_female,deaths_from_homicide_by_other_inmates_male,deaths_from_homicide_by_other_inmates_total,deaths_from_illness_or_natural_cause_female,deaths_from_illness_or_natural_cause_male,deaths_from_illness_or_natural_cause_total,deaths_from_other_homicide_female,deaths_from_other_homicide_male,deaths_from_other_homicide_total,deaths_from_suicide_female,deaths_from_suicide_male,deaths_from_suicide_total,total_deaths_female,total_deaths_male,total_deaths_total
State Prison Total,1991,186372928.20000002,157228330.7,250660021.7,128493734.3,122166287.39999999,97176171.4,89196756.8,79673426.1,77554904.6,0,55,55,0,35,35,14,506,520,0,17,17,NA,NA,NA,26,787,813,NA,NA,NA,1,88,89,NA,NA,NA
State Prison Total,1990,184689375,155755837,248107628,127212264,120895364,96314765,88374610,78876800,76879037,1,48,49,3,30,33,NA,NA,NA,0,22,22,NA,NA,NA,37,1097,1134,NA,NA,NA,1,97,98,NA,NA,NA
State Prison Total,1989,182464019.5,154062039.3,245983105.20000002,126180925.6,119802179.6,95222236.5,87241783,78107908,75954131.3,1,61,62,1,22,23,NA,NA,NA,0,16,16,NA,NA,NA,50,1023,1073,NA,NA,NA,2,101,103,NA,NA,NA
State Prison Total,1988,180238664,152368241.6,243858582.4,125149587.2,118708995.2,94129708,86108956,77339016,75029225.6,0,58,58,0,24,24,NA,NA,NA,0,11,11,NA,NA,NA,31,1003,1034,NA,NA,NA,0,99,99,NA,NA,NA
State Prison Total,1987,178013308.5,150674443.9,241734059.6,124118248.8,117615810.8,93037179.5,84976129,76570124,74104319.9,0,74,74,0,24,24,NA,NA,NA,0,25,25,NA,NA,NA,32,917,949,NA,NA,NA,1,88,89,NA,NA,NA
State Prison Total,1986,175787953,148980646.2,239609536.79999998,123086910.4,116522626.4,91944651,83843302,75801232,73179414.2,0,88,88,2,13,15,NA,NA,NA,0,18,18,NA,NA,NA,22,776,798,NA,NA,NA,0,85,85,NA,NA,NA
State Prison Total,1985,173562597.5,147286848.5,237485014,122055572,115429442,90852122.5,82710475,75032340,72254508.5,0,96,96,1,30,31,NA,NA,NA,0,18,18,NA,NA,NA,19,644,663,NA,NA,NA,2,102,104,NA,NA,NA
State Prison Total,1984,171337242,145593050.8,235360491.20000002,121024233.6,114336257.6,89759594,81577648,74263448,71329602.8,1,117,118,0,17,17,NA,NA,NA,1,20,21,NA,NA,NA,8,552,560,NA,NA,NA,3,93,96,NA,NA,NA
State Prison Total,1983,169111886.5,143899253.1,233235968.4,119992895.2,113243073.2,88667065.5,80444821,73494556,70404697.1,0,75,75,1,27,28,NA,NA,NA,0,5,5,NA,NA,NA,15,479,494,NA,NA,NA,0,98,98,NA,NA,NA
State Prison Total,1982,166886531,142205455.4,231111445.6,118961556.8,112149888.8,87574537,79311994,72725664,69479791.4,0,91,91,0,18,18,NA,NA,NA,0,2,2,NA,NA,NA,8,397,405,NA,NA,NA,1,85,86,NA,NA,NA
State Prison Total,1981,164661175.5,140511657.7,228986922.79999998,117930218.4,111056704.4,86482008.5,78179167,71956772,68554885.7,0,91,91,1,23,24,NA,NA,NA,0,1,1,NA,NA,NA,8,330,338,NA,NA,NA,1,66,67,NA,NA,NA
State Prison Total,1980,162435820,138817860,226862400,116898880,109963520,85389480,77046340,71187880,67629980,1,119,120,1,29,30,NA,NA,NA,0,0,0,NA,NA,NA,8,302,310,NA,NA,NA,1,74,75,NA,NA,NA
State Prison Total,1979,159483668,136350164,224480020,115655862,108824158,83850252,75633416,69979402,66370762,0,68,68,0,20,20,NA,NA,NA,0,2,2,NA,NA,NA,10,267,277,NA,NA,NA,1,74,75,NA,NA,NA
State Prison Total,1978,156531516,133882468,222097640,114412844,107684796,82311024,74220492,68770924,65111544,0,73,73,0,16,16,NA,NA,NA,0,0,0,NA,NA,NA,10,246,256,NA,NA,NA,1,60,61,NA,NA,NA
