state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Washington,2000,4249005,3667693,5776726,2901145,2875581,2161191,2087814,1836278,1831415,1060,13860,0,0,0,1060,13860,14920,0,16,16,1060,13860,14920
Washington,1999,4183157.1,3606559.8,5683249.8,2854657.8,2828592,2128011.9,2055145.2,1804701.3,1801858.5,1113,13170,0,331,331,1113,12839,13952,3,22,25,1113,13170,14283
Washington,1998,4117309.2,3545426.6,5589773.6,2808170.6,2781603,2094832.8,2022476.4,1773124.6,1772302,NA,NA,NA,NA,NA,NA,NA,NA,3,31,34,1018,13170,14188
Washington,1997,4051461.3,3484293.4,5496297.4,2761683.4,2734614,2061653.7,1989807.6,1741547.9,1742745.5,NA,NA,NA,NA,NA,NA,NA,NA,2,31,33,923,12303,13226
Washington,1996,3985613.4,3423160.2,5402821.2,2715196.2,2687625,2028474.6,1957138.8,1709971.2,1713189,NA,NA,NA,NA,NA,NA,NA,NA,1,33,34,921,11667,12588
Washington,1995,3919765.5,3362027,5309345,2668709,2640636,1995295.5,1924470,1678394.5,1683632.5,NA,NA,NA,NA,NA,NA,NA,NA,0,47,47,795,10884,11679
Washington,1994,3853917.6,3300893.8,5215868.8,2622221.8,2593647,1962116.4,1891801.2,1646817.8,1654076,NA,NA,NA,NA,NA,NA,NA,NA,1,28,29,700,10147,10847
Washington,1993,3788069.7,3239760.6,5122392.6,2575734.6,2546658,1928937.3,1859132.4,1615241.1,1624519.5,NA,NA,NA,NA,NA,NA,NA,NA,1,29,30,670,9759,10429
Washington,1992,3722221.8,3178627.4,5028916.4,2529247.4,2499669,1895758.2,1826463.6,1583664.4,1594963,NA,NA,NA,NA,NA,NA,NA,NA,1,40,41,620,9361,9981
Washington,1991,3656373.9,3117494.2,4935440.2,2482760.2,2452680,1862579.1,1793794.8,1552087.7,1565406.5,NA,NA,NA,NA,NA,NA,NA,NA,2,69,71,542,8663,9205
Washington,1990,3590526,3056361,4841964,2436273,2405691,1829400,1761126,1520511,1535850,NA,NA,NA,NA,NA,NA,NA,NA,2,46,48,381,7003,7384
Washington,1989,3530561.4,3009820.9,4771583.6,2401595.7,2369987.9,1799384,1731177.4,1497927.9,1511893,NA,NA,NA,NA,NA,NA,NA,NA,3,53,56,334,6690,7024
Washington,1988,3470596.8,2963280.8,4701203.2,2366918.4,2334284.8,1769368,1701228.8,1475344.8,1487936,NA,NA,NA,NA,NA,NA,NA,NA,1,45,46,303,6786,7089
Washington,1987,3410632.2,2916740.7,4630822.8,2332241.1,2298581.7,1739352,1671280.2,1452761.7,1463979,NA,NA,NA,NA,NA,NA,NA,NA,0,19,19,240,6190,6430
Washington,1986,3350667.6,2870200.6,4560442.4,2297563.8,2262878.6,1709336,1641331.6,1430178.6,1440022,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,202,6381,6583
Washington,1985,3290703,2823660.5,4490062,2262886.5,2227175.5,1679320,1611383,1407595.5,1416065,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,202,6266,6468
Washington,1984,3230738.4,2777120.4,4419681.6,2228209.2,2191472.4,1649304,1581434.4,1385012.4,1392108,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,224,6118,6342
Washington,1983,3170773.8,2730580.3,4349301.2,2193531.9,2155769.3,1619288,1551485.8,1362429.3,1368151,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,216,5982,6198
Washington,1982,3110809.2,2684040.2,4278920.8,2158854.6,2120066.2,1589272,1521537.2,1339846.2,1344194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5861
Washington,1981,3050844.6,2637500.1,4208540.4,2124177.3,2084363.1,1559256,1491588.6,1317263.1,1320237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5294
Washington,1980,2990880,2590960,4138160,2089500,2048660,1529240,1461640,1294680,1296280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4342
Washington,1979,2916282,2526744,4064484,2051270,2013214,1490796,1425486,1262902,1263842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4466
Washington,1978,2841684,2462528,3990808,2013040,1977768,1452352,1389332,1231124,1231404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4528
