state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
District of Columbia,2006,469505,402006,581530,309259,272271,253185,216320,210877,191129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2005,394069,336281,508572,269839,238733,212633,181436,177350,158931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2004,409773,351029,518074,274807,243267,220847,188926,184776,166253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2003,421268,361795,528759,280851,247908,227875,193393,190656,171139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2002,424834,363847,535632,284606,251026,229497,195337,191240,172607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2001,422830,363437,536260,284320,251940,228421,194409,190560,172877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
District of Columbia,2000,418674,355440,523809,284937,238872,232265,186409,189312,166128,NA,NA,NA,NA,NA,NA,295,295,754,1049,2047,0,1293,1293,2342,61,7949,8010,232,1810,2042,356,9996,10352
District of Columbia,1999,426021.4,362008.2,532414.7,288833.1,243581.6,235638.5,190382.9,192442.7,169565.5,0,0,0,NA,NA,NA,201,144,861,1005,3823,57,2962,3019,4024,75,4553,4628,151,1319,1470,276,8376,8652
District of Columbia,1998,433368.8,368576.4,541020.4,292729.2,248291.2,239012,194356.8,195573.4,173003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369,NA,359,9470,9829
District of Columbia,1997,440716.2,375144.6,549626.1,296625.3,253000.8,242385.5,198330.7,198704.1,176440.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407,8946,9353
District of Columbia,1996,448063.6,381712.8,558231.8,300521.4,257710.4,245759,202304.6,201834.8,179878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,351,417,461,8915,9376
District of Columbia,1995,455411,388281,566837.5,304417.5,262420,249132.5,206278.5,204965.5,183315.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,373,444,494,9306,9800
District of Columbia,1994,462758.4,394849.2,575443.2,308313.6,267129.6,252506,210252.4,208096.2,186753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,416,517,687,10262,10949
District of Columbia,1993,470105.8,401417.4,584048.9,312209.7,271839.2,255879.5,214226.3,211226.9,190190.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,1320,1431,687,10158,10845
District of Columbia,1992,477453.2,407985.6,592654.6,316105.8,276548.8,259253,218200.2,214357.6,193628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,1506,1796,720,10155,10875
District of Columbia,1991,484800.6,414553.8,601260.3,320001.9,281258.4,262626.5,222174.1,217488.3,197065.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307,1615,1922,754,9701,10455
District of Columbia,1990,492148,421122,609866,323898,285968,266e3,226148,220619,200503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,1610,1783,606,9341,9947
District of Columbia,1989,492303.2,421491.8,613011.4,326100.2,286911.2,266660,225643.2,221395.1,200096.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,1588,1763,587,9367,9954
District of Columbia,1988,492458.4,421861.6,616156.8,328302.4,287854.4,267320,225138.4,222171.2,199690.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,1484,1647,372,8459,8831
District of Columbia,1987,492613.6,422231.4,619302.2,330504.6,288797.6,267980,224633.6,222947.3,199284.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,1034,1132,350,7295,7645
District of Columbia,1986,492768.8,422601.2,622447.6,332706.8,289740.8,268640,224128.8,223723.4,198877.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,1031,1143,249,6369,6618
District of Columbia,1985,492924,422971,625593,334909,290684,269300,223624,224499.5,198471.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,1125,1241,228,6176,6404
District of Columbia,1984,493079.2,423340.8,628738.4,337111.2,291627.2,269960,223119.2,225275.6,198065.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,101,170,206,4315,4521
District of Columbia,1983,493234.4,423710.6,631883.8,339313.4,292570.4,270620,222614.4,226051.7,197658.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,63,119,227,4117,4344
District of Columbia,1982,493389.6,424080.4,635029.2,341515.6,293513.6,271280,222109.6,226827.8,197252.6,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,115,115,179,3902,4081
District of Columbia,1981,493544.8,424450.2,638174.6,343717.8,294456.8,271940,221604.8,227603.9,196846.3,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,104,104,116,3363,3479
District of Columbia,1980,493700,424820,641320,345920,295400,272600,221100,228380,196440,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,101,101,70,3075,3145
District of Columbia,1979,497380,429038,652608,352178,300430,274750,222630,230892,198146,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,86,86,74,2899,2973
District of Columbia,1978,501060,433256,663896,358436,305460,276900,224160,233404,199852,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,66,70,80,2784,2864
