state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,jurisdiction_housed_in_local_facility_female,jurisdiction_housed_in_local_facility_male,jurisdiction_housed_in_local_facility_total,jurisdiction_local_facilities_solely_to_ease_prison_crowding_female,jurisdiction_local_facilities_solely_to_ease_prison_crowding_male,jurisdiction_local_facilities_solely_to_ease_prison_crowding_total,jurisdiction_private_prison_female,jurisdiction_private_prison_in_state_female,jurisdiction_private_prison_in_state_male,jurisdiction_private_prison_in_state_total,jurisdiction_private_prison_male,jurisdiction_private_prison_out_of_state_female,jurisdiction_private_prison_out_of_state_male,jurisdiction_private_prison_out_of_state_total,jurisdiction_private_prison_total,jurisdiction_public_prison_female,jurisdiction_public_prison_male,jurisdiction_public_prison_total,jurisdiction_unsentenced_female,jurisdiction_unsentenced_male,jurisdiction_unsentenced_total,total_under_jurisdiction_female,total_under_jurisdiction_male,total_under_jurisdiction_total
Oregon,2006,2842900,2399676,3700758,1866650,1834108,1449258,1393642,1197922,1201754,0,55,55,NA,NA,NA,0,0,0,0,0,0,0,0,0,1020,12687,13707,0,0,0,1020,12687,13707
Oregon,2005,2717351,2294969,3560922,1794779,1766143,1383677,1333674,1146315,1148654,0,48,48,NA,NA,NA,0,0,0,0,0,0,0,0,0,1015,12396,13411,0,0,0,1015,12396,13411
Oregon,2004,2665461,2246180,3506284,1757704,1748580,1355132,1310329,1116558,1129622,0,18,18,NA,NA,NA,0,0,0,0,0,0,0,0,0,985,12198,13183,0,0,0,985,12198,13183
Oregon,2003,2645505,2230439,3488398,1774041,1714357,1356856,1288649,1121244,1109195,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,883,11832,12715,0,0,0,883,11832,12715
Oregon,2002,2582718,2187726,3434797,1730784,1704013,1320157,1262561,1095676,1092050,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,812,11273,12085,0,0,0,812,11273,12085
Oregon,2001,2537863,2137881,3387279,1705949,1681330,1286254,1251609,1059543,1078338,0,8,8,NA,NA,NA,0,0,0,0,0,0,0,0,0,661,10749,11410,0,0,0,661,10749,11410
Oregon,2000,2501752,2106875,3355436,1719937,1635499,1293188,1208564,1056237,1050638,0,7,7,NA,NA,NA,0,0,0,0,0,0,0,0,0,596,9984,10580,0,0,0,596,9984,10580
Oregon,1999,2462811.8,2071120.5,3303174.3,1692477.2,1610697.1,1272948.2,1189863.6,1038491.9,1032628.6,0,10,10,NA,10,NA,0,0,0,0,0,0,0,0,0,584,9276,9860,0,0,0,584,9276,9860
Oregon,1998,2423871.6,2035366,3250912.6,1665017.4,1585895.2,1252708.4,1171163.2,1020746.8,1014619.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,8509,9034
Oregon,1997,2384931.4,1999611.5,3198650.9,1637557.6,1561093.3,1232468.6,1152462.8,1003001.7,996609.8,NA,NA,NA,0,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,7549,7999
Oregon,1996,2345991.2,1963857,3146389.2,1610097.8,1536291.4,1212228.8,1133762.4,985256.6,978600.4,NA,NA,NA,26,65,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571,8090,8661
Oregon,1995,2307051,1928102.5,3094127.5,1582638,1511489.5,1191989,1115062,967511.5,960591,NA,NA,NA,2,17,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465,7421,7886
Oregon,1994,2268110.8,1892348,3041865.8,1555178.2,1486687.6,1171749.2,1096361.6,949766.4,942581.6,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379,6557,6936
Oregon,1993,2229170.6,1856593.5,2989604.1,1527718.4,1461885.7,1151509.4,1077661.2,932021.3,924572.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,6217,6557
Oregon,1992,2190230.4,1820839,2937342.4,1500258.6,1437083.8,1131269.6,1058960.8,914276.2,906562.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,6244,6583
Oregon,1991,2151290.2,1785084.5,2885080.7,1472798.8,1412281.9,1111029.8,1040260.4,896531.1,888553.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409,6323,6732
Oregon,1990,2112350,1749330,2832819,1445339,1387480,1090790,1021560,878786,870544,NA,NA,NA,28,33,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362,6130,6492
Oregon,1989,2091977,1736937,2813499.1,1435185.1,1378314,1080433,1011544,873293.4,863643.6,NA,NA,NA,53,74,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,5816,6156
Oregon,1988,2071604,1724544,2794179.2,1425031.2,1369148,1070076,1001528,867800.8,856743.2,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,5644,5991
Oregon,1987,2051231,1712151,2774859.3,1414877.3,1359982,1059719,991512,862308.2,849842.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,5152,5457
Oregon,1986,2030858,1699758,2755539.4,1404723.4,1350816,1049362,981496,856815.6,842942.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,4532,4770
Oregon,1985,2010485,1687365,2736219.5,1394569.5,1341650,1039005,971480,851323,836042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188,4188,4376
Oregon,1984,1990112,1674972,2716899.6,1384415.6,1332484,1028648,961464,845830.4,829141.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,4054,4224
Oregon,1983,1969739,1662579,2697579.7,1374261.7,1323318,1018291,951448,840337.8,822241.2,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,3807,3952
Oregon,1982,1949366,1650186,2678259.8,1364107.8,1314152,1007934,941432,834845.2,815340.8,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,140,3760,3900
Oregon,1981,1928993,1637793,2658939.9,1353953.9,1304986,997577,931416,829352.6,808440.4,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,103,3192,3295
Oregon,1980,1908620,1625400,2639620,1343800,1295820,987220,921400,823860,801540,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,100,3077,3177
Oregon,1979,1856218,1580640,2584538,1316710,1267828,960698,895520,801884,778756,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,120,3059,3179
Oregon,1978,1803816,1535880,2529456,1289620,1239836,934176,869640,779908,755972,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,122,2757,2879
