state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,deaths_caused_by_another_person_female,deaths_caused_by_another_person_male,deaths_caused_by_another_person_total,deaths_from_accidental_injury_to_self_female,deaths_from_accidental_injury_to_self_male,deaths_from_accidental_injury_to_self_total,deaths_from_aids_female,deaths_from_aids_male,deaths_from_aids_total,deaths_from_execution_female,deaths_from_execution_male,deaths_from_execution_total,deaths_from_homicide_by_other_inmates_female,deaths_from_homicide_by_other_inmates_male,deaths_from_homicide_by_other_inmates_total,deaths_from_illness_or_natural_cause_female,deaths_from_illness_or_natural_cause_male,deaths_from_illness_or_natural_cause_total,deaths_from_other_homicide_female,deaths_from_other_homicide_male,deaths_from_other_homicide_total,deaths_from_suicide_female,deaths_from_suicide_male,deaths_from_suicide_total,total_deaths_female,total_deaths_male,total_deaths_total
US Prison Total,2003,210291625,178569728,283051379,144585379,138466e3,109026540,101265085,90678974,87890754,NA,NA,NA,1,31,32,9,210,219,0,63,63,0,44,44,112,2628,2740,0,3,3,12,189,201,145,3430,3575
US Prison Total,2002,208144701,176648656,280717370,143638102,137079268,108156956,99987745,89878457,86770199,NA,NA,NA,2,45,47,10,222,232,2,69,71,0,44,44,103,2572,2675,0,11,11,8,175,183,138,3312,3450
US Prison Total,2001,204943608,173760985,277075792,141869552,135206240,106626023,98317585,88468452,85292533,NA,NA,NA,1,49,50,11,245,256,3,57,60,1,47,48,93,2411,2504,0,8,8,6,185,191,122,3183,3305
US Prison Total,2000,201524907,170480774,273631565,140026967,133604598,104928829,96596078,86843061,83637713,NA,NA,NA,1,28,29,10,183,193,2,83,85,0,48,48,106,2337,2443,2,11,13,9,193,202,143,3072,3215
US Prison Total,1999,199841353.79999998,169008280.3,271079171.3,138745496.7,132333674.60000001,104067422.6,95773931.2,86046434.9,82961845.4,NA,NA,NA,0,46,46,17,231,248,1,97,98,0,56,56,78,2337,2415,0,3,3,3,178,181,110,3082,3192
US Prison Total,1998,198157800.6,167535786.6,268526777.6,137464026.4,131062751.2,103206016.2,94951784.4,85249808.8,82285977.8,0,55,55,0,41,41,14,325,339,2,66,68,NA,NA,NA,87,1744,1831,NA,NA,NA,13,163,176,NA,NA,NA
US Prison Total,1997,196474247.4,166063292.9,265974383.9,136182556.1,129791827.8,102344609.8,94129637.6,84453182.7,81610110.2,0,75,75,5,32,37,27,511,538,0,74,74,NA,NA,NA,78,1781,1859,NA,NA,NA,6,153,159,NA,NA,NA
US Prison Total,1996,194790694.20000002,164590799.2,263421990.2,134901085.8,128520904.39999999,101483203.4,93307490.8,83656556.6,80934242.6,0,65,65,3,40,43,34,870,904,0,45,45,NA,NA,NA,71,1644,1715,NA,NA,NA,3,151,154,NA,NA,NA
US Prison Total,1995,193107141,163118305.5,260869596.5,133619615.5,127249981,100621797,92485344,82859930.5,80258375,2,85,87,3,45,48,64,912,976,0,56,56,NA,NA,NA,68,1537,1605,NA,NA,NA,5,155,160,NA,NA,NA
US Prison Total,1994,191423587.79999998,161645811.8,258317202.8,132338145.2,125979057.60000001,99760390.6,91663197.2,82063304.4,79582507.4,1,67,68,1,32,33,35,888,923,0,30,30,NA,NA,NA,73,1320,1393,NA,NA,NA,4,151,155,NA,NA,NA
US Prison Total,1993,189740034.6,160173318.1,255764809.1,131056674.9,124708134.2,98898984.2,90841050.4,81266678.3,78906639.8,1,83,84,1,37,38,25,714,739,0,38,38,NA,NA,NA,44,1144,1188,NA,NA,NA,5,140,145,NA,NA,NA
US Prison Total,1992,188056481.4,158700824.4,253212415.4,129775204.6,123437210.8,98037577.8,90018903.6,80470052.2,78230772.2,0,67,67,1,23,24,29,619,648,0,31,31,NA,NA,NA,30,927,957,NA,NA,NA,3,100,103,NA,NA,NA
US Prison Total,1991,186372928.20000002,157228330.7,250660021.7,128493734.3,122166287.39999999,97176171.4,89196756.8,79673426.1,77554904.6,0,55,55,0,35,35,14,506,520,0,17,17,NA,NA,NA,26,787,813,NA,NA,NA,1,88,89,NA,NA,NA
US Prison Total,1990,184689375,155755837,248107628,127212264,120895364,96314765,88374610,78876800,76879037,1,48,49,3,30,33,NA,NA,NA,0,22,22,NA,NA,NA,37,1097,1134,NA,NA,NA,1,97,98,NA,NA,NA
US Prison Total,1989,182464019.5,154062039.3,245983105.20000002,126180925.6,119802179.6,95222236.5,87241783,78107908,75954131.3,1,66,67,1,25,26,NA,NA,NA,0,16,16,NA,NA,NA,56,1122,1178,NA,NA,NA,2,111,113,NA,NA,NA
US Prison Total,1988,180238664,152368241.6,243858582.4,125149587.2,118708995.2,94129708,86108956,77339016,75029225.6,0,67,67,0,30,30,NA,NA,NA,0,11,11,NA,NA,NA,36,1100,1136,NA,NA,NA,0,109,109,NA,NA,NA
US Prison Total,1987,178013308.5,150674443.9,241734059.6,124118248.8,117615810.8,93037179.5,84976129,76570124,74104319.9,0,91,91,1,30,31,NA,NA,NA,0,25,25,NA,NA,NA,37,991,1028,NA,NA,NA,1,96,97,NA,NA,NA
US Prison Total,1986,175787953,148980646.2,239609536.79999998,123086910.4,116522626.4,91944651,83843302,75801232,73179414.2,0,100,100,3,17,20,NA,NA,NA,0,18,18,NA,NA,NA,24,839,863,NA,NA,NA,0,91,91,NA,NA,NA
US Prison Total,1985,173562597.5,147286848.5,237485014,122055572,115429442,90852122.5,82710475,75032340,72254508.5,0,105,105,1,32,33,NA,NA,NA,0,18,18,NA,NA,NA,23,708,731,NA,NA,NA,3,109,112,NA,NA,NA
US Prison Total,1984,171337242,145593050.8,235360491.20000002,121024233.6,114336257.6,89759594,81577648,74263448,71329602.8,1,127,128,1,19,20,NA,NA,NA,1,20,21,NA,NA,NA,12,611,623,NA,NA,NA,3,101,104,NA,NA,NA
US Prison Total,1983,169111886.5,143899253.1,233235968.4,119992895.2,113243073.2,88667065.5,80444821,73494556,70404697.1,0,86,86,1,28,29,NA,NA,NA,0,5,5,NA,NA,NA,16,528,544,NA,NA,NA,0,105,105,NA,NA,NA
US Prison Total,1982,166886531,142205455.4,231111445.6,118961556.8,112149888.8,87574537,79311994,72725664,69479791.4,0,99,99,0,19,19,NA,NA,NA,0,2,2,NA,NA,NA,9,427,436,NA,NA,NA,1,92,93,NA,NA,NA
US Prison Total,1981,164661175.5,140511657.7,228986922.79999998,117930218.4,111056704.4,86482008.5,78179167,71956772,68554885.7,0,104,104,1,23,24,NA,NA,NA,0,1,1,NA,NA,NA,8,366,374,NA,NA,NA,1,75,76,NA,NA,NA
US Prison Total,1980,162435820,138817860,226862400,116898880,109963520,85389480,77046340,71187880,67629980,1,126,127,1,29,30,NA,NA,NA,0,0,0,NA,NA,NA,8,328,336,NA,NA,NA,1,79,80,NA,NA,NA
US Prison Total,1979,159483668,136350164,224480020,115655862,108824158,83850252,75633416,69979402,66370762,0,84,84,0,20,20,NA,NA,NA,0,2,2,NA,NA,NA,11,301,312,NA,NA,NA,1,83,84,NA,NA,NA
US Prison Total,1978,156531516,133882468,222097640,114412844,107684796,82311024,74220492,68770924,65111544,0,89,89,0,16,16,NA,NA,NA,0,0,0,NA,NA,NA,12,276,288,NA,NA,NA,1,62,63,NA,NA,NA
