state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,awol_returns_with_or_without_new_sentences_female,awol_returns_with_or_without_new_sentences_male,awol_returns_with_or_without_new_sentences_total,escapee_returns_with_or_without_new_sentences_female,escapee_returns_with_or_without_new_sentences_male,escapee_returns_with_or_without_new_sentences_total,new_court_commitments_female,new_court_commitments_male,new_court_commitments_total,other_admissions_female,other_admissions_male,other_admissions_total,other_conditional_release_violators_admitted_with_new_sentence_female,other_conditional_release_violators_admitted_with_new_sentence_male,other_conditional_release_violators_admitted_with_new_sentence_total,other_conditional_release_violators_admitted_without_new_sentence_female,other_conditional_release_violators_admitted_without_new_sentence_male,other_conditional_release_violators_admitted_without_new_sentence_total,parole_violators_with_new_sentence_female,parole_violators_with_new_sentence_male,parole_violators_with_new_sentence_total,parole_violators_without_new_sentence_female,parole_violators_without_new_sentence_male,parole_violators_without_new_sentence_total,returns_from_appeal_or_bond_female,returns_from_appeal_or_bond_male,returns_from_appeal_or_bond_total,total_admissions_female,total_admissions_male,total_admissions_total,transfers_admitted_from_other_jurisdictions_female,transfers_admitted_from_other_jurisdictions_male,transfers_admitted_from_other_jurisdictions_total
District of Columbia,1987,492613.6,422231.4,619302.2,330504.6,288797.6,267980,224633.6,222947.3,199284.1,NA,NA,NA,NA,NA,NA,160,1818,1978,0,0,0,NA,120,NA,NA,36,NA,24,480,504,NA,197,NA,NA,NA,NA,261,3835,4096,71,750,821
District of Columbia,1986,492768.8,422601.2,622447.6,332706.8,289740.8,268640,224128.8,223723.4,198877.8,NA,NA,NA,NA,NA,NA,91,1410,1501,0,0,0,NA,90,NA,NA,27,NA,15,350,365,NA,150,NA,NA,NA,NA,161,3144,3305,51,807,858
District of Columbia,1985,492924,422971,625593,334909,290684,269300,223624,224499.5,198471.5,NA,NA,NA,NA,NA,NA,108,1554,1662,0,0,0,NA,100,NA,NA,21,NA,16,320,336,NA,122,NA,NA,NA,NA,187,3263,3450,57,945,1002
District of Columbia,1984,493079.2,423340.8,628738.4,337111.2,291627.2,269960,223119.2,225275.6,198065.2,NA,NA,NA,NA,NA,NA,127,1278,1405,0,0,0,NA,70,NA,NA,15,NA,11,200,211,NA,63,NA,NA,NA,NA,197,2426,2623,45,623,668
District of Columbia,1983,493234.4,423710.6,631883.8,339313.4,292570.4,270620,222614.4,226051.7,197658.9,NA,NA,NA,NA,NA,NA,96,1209,1305,0,0,0,0,61,61,0,5,5,10,193,203,0,8,8,NA,NA,NA,165,2411,2576,40,727,767
District of Columbia,1982,493389.6,424080.4,635029.2,341515.6,293513.6,271280,222109.6,226827.8,197252.6,NA,NA,NA,NA,NA,NA,110,1293,1403,0,0,0,0,60,60,0,7,7,11,212,223,0,41,41,0,0,0,195,2526,2721,54,700,754
District of Columbia,1981,493544.8,424450.2,638174.6,343717.8,294456.8,271940,221604.8,227603.9,196846.3,NA,NA,NA,NA,NA,NA,80,1061,1141,0,0,0,0,58,58,0,7,7,6,187,193,0,30,30,0,0,0,151,2270,2421,56,719,775
District of Columbia,1980,493700,424820,641320,345920,295400,272600,221100,228380,196440,NA,NA,NA,NA,NA,NA,74,982,1056,0,4,4,0,61,61,0,9,9,5,179,184,0,32,32,0,0,0,142,2185,2327,50,728,778
District of Columbia,1979,497380,429038,652608,352178,300430,274750,222630,230892,198146,NA,NA,NA,NA,NA,NA,65,971,1036,0,12,12,0,54,54,0,8,8,7,165,172,0,28,28,0,0,0,149,2124,2273,55,687,742
District of Columbia,1978,501060,433256,663896,358436,305460,276900,224160,233404,199852,16,191,207,0,3,3,134,2424,2558,0,0,0,0,48,48,0,8,8,5,144,149,0,25,25,0,0,0,185,3443,3628,30,600,630
