"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Injury Intent"	"Injury Intent Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	% of Total Deaths
	"Alaska"	"02"	"2003"	"2003"	"Suicide"	"2"	124	648414	19.12	20.32	0.00%
	"Alaska"	"02"	"2003"	"2003"	"Homicide"	"3"	47	648414	7.25	6.89	0.00%
	"Alaska"	"02"	"2003"	"2003"	"Undetermined "	"4"	14	648414	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"2004"	"2004"	"Unintentional"	"1"	326	659286	49.45	56.02	0.01%
	"Alaska"	"02"	"2004"	"2004"	"Suicide"	"2"	155	659286	23.51	23.02	0.00%
	"Alaska"	"02"	"2004"	"2004"	"Homicide"	"3"	41	659286	6.22	6.06	0.00%
	"Alaska"	"02"	"2004"	"2004"	"Undetermined "	"4"	15	659286	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"2005"	"2005"	"Unintentional"	"1"	313	666946	46.93	50.77	0.01%
	"Alaska"	"02"	"2005"	"2005"	"Suicide"	"2"	131	666946	19.64	19.90	0.00%
	"Alaska"	"02"	"2005"	"2005"	"Homicide"	"3"	37	666946	5.55	5.24	0.00%
	"Alaska"	"02"	"2005"	"2005"	"Undetermined "	"4"	17	666946	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"2006"	"2006"	"Unintentional"	"1"	316	675302	46.79	52.30	0.01%
	"Alaska"	"02"	"2006"	"2006"	"Suicide"	"2"	135	675302	19.99	19.91	0.00%
	"Alaska"	"02"	"2006"	"2006"	"Homicide"	"3"	43	675302	6.37	6.20	0.00%
	"Alaska"	"02"	"2006"	"2006"	"Undetermined "	"4"	12	675302	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"2007"	"2007"	"Unintentional"	"1"	354	680300	52.04	56.35	0.01%
	"Alaska"	"02"	"2007"	"2007"	"Suicide"	"2"	149	680300	21.90	22.55	0.00%
	"Alaska"	"02"	"2007"	"2007"	"Homicide"	"3"	50	680300	7.35	7.24	0.00%
	"Alaska"	"02"	"2007"	"2007"	"Undetermined "	"4"	17	680300	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"2008"	"2008"	"Unintentional"	"1"	332	687455	48.29	54.08	0.01%
	"Alaska"	"02"	"2008"	"2008"	"Suicide"	"2"	169	687455	24.58	24.35	0.00%
	"Alaska"	"02"	"2008"	"2008"	"Homicide"	"3"	29	687455	4.22	4.42	0.00%
	"Alaska"	"02"	"2008"	"2008"	"Undetermined "	"4"	43	687455	6.25	6.23	0.00%
	"Alaska"	"02"	"2009"	"2009"	"Unintentional"	"1"	340	698895	48.65	53.28	0.01%
	"Alaska"	"02"	"2009"	"2009"	"Suicide"	"2"	143	698895	20.46	20.00	0.00%
	"Alaska"	"02"	"2009"	"2009"	"Homicide"	"3"	26	698895	3.72	3.92	0.00%
	"Alaska"	"02"	"2009"	"2009"	"Undetermined "	"4"	28	698895	4.01	3.86	0.00%
	"Alaska"	"02"	"2010"	"2010"	"Unintentional"	"1"	366	710231	51.53	58.66	0.01%
	"Alaska"	"02"	"2010"	"2010"	"Suicide"	"2"	164	710231	23.09	22.78	0.00%
	"Alaska"	"02"	"2010"	"2010"	"Homicide"	"3"	44	710231	6.20	6.08	0.00%
	"Alaska"	"02"	"2010"	"2010"	"Undetermined "	"4"	19	710231	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"2011"	"2011"	"Unintentional"	"1"	385	722718	53.27	57.29	0.01%
	"Alaska"	"02"	"2011"	"2011"	"Suicide"	"2"	143	722718	19.79	20.03	0.00%
	"Alaska"	"02"	"2011"	"2011"	"Homicide"	"3"	36	722718	4.98	4.80	0.00%
	"Alaska"	"02"	"2011"	"2011"	"Undetermined "	"4"	17	722718	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"2012"	"2012"	"Unintentional"	"1"	368	731449	50.31	54.13	0.01%
	"Alaska"	"02"	"2012"	"2012"	"Suicide"	"2"	168	731449	22.97	23.03	0.00%
	"Alaska"	"02"	"2012"	"2012"	"Homicide"	"3"	38	731449	5.20	4.99	0.00%
	"Alaska"	"02"	"2012"	"2012"	"Undetermined "	"4"	19	731449	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"2013"	"2013"	"Unintentional"	"1"	353	735132	48.02	52.45	0.01%
	"Alaska"	"02"	"2013"	"2013"	"Suicide"	"2"	171	735132	23.26	23.16	0.00%
	"Alaska"	"02"	"2013"	"2013"	"Homicide"	"3"	43	735132	5.85	5.65	0.00%
	"Alaska"	"02"	"2013"	"2013"	"Undetermined "	"4"	10	735132	Unreliable	Unreliable	0.00%
	"Alaska"	"02"	"2014"	"2014"	"Unintentional"	"1"	379	736732	51.44	54.96	0.01%
	"Alaska"	"02"	"2014"	"2014"	"Suicide"	"2"	167	736732	22.67	22.06	0.00%
	"Alaska"	"02"	"2014"	"2014"	"Homicide"	"3"	37	736732	5.02	4.70	0.00%
	"Alaska"	"02"	"2014"	"2014"	"Undetermined "	"4"	32	736732	4.34	4.31	0.00%
	"Alaska"	"02"	"2015"	"2015"	"Unintentional"	"1"	388	738432	52.54	57.86	0.01%
	"Alaska"	"02"	"2015"	"2015"	"Suicide"	"2"	201	738432	27.22	26.87	0.01%
	"Alaska"	"02"	"2015"	"2015"	"Homicide"	"3"	62	738432	8.40	8.00	0.00%
	"Alaska"	"02"	"2015"	"2015"	"Undetermined "	"4"	25	738432	3.39	3.37	0.00%
	"Alaska"	"02"	"2016"	"2016"	"Unintentional"	"1"	439	741894	59.17	63.14	0.01%
	"Alaska"	"02"	"2016"	"2016"	"Suicide"	"2"	193	741894	26.01	25.79	0.01%
	"Alaska"	"02"	"2016"	"2016"	"Homicide"	"3"	54	741894	7.28	7.34	0.00%
	"Alaska"	"02"	"2016"	"2016"	"Undetermined "	"4"	31	741894	4.18	3.97	0.00%
	"Alaska"	"02"	"2017"	"2017"	"Unintentional"	"1"	436	739795	58.94	63.73	0.01%
	"Alaska"	"02"	"2017"	"2017"	"Suicide"	"2"	200	739795	27.03	27.01	0.01%
	"Alaska"	"02"	"2017"	"2017"	"Homicide"	"3"	78	739795	10.54	10.60	0.00%
	"Alaska"	"02"	"2017"	"2017"	"Undetermined "	"4"	30	739795	4.06	4.00	0.00%
	"Arizona"	"04"	"1999"	"1999"	"Unintentional"	"1"	2214	5023823	44.07	44.79	0.06%
	"Arizona"	"04"	"1999"	"1999"	"Suicide"	"2"	766	5023823	15.25	15.53	0.02%
	"Arizona"	"04"	"1999"	"1999"	"Homicide"	"3"	470	5023823	9.36	9.18	0.01%
	"Arizona"	"04"	"1999"	"1999"	"Undetermined "	"4"	63	5023823	1.25	1.19	0.00%
	"Arizona"	"04"	"2000"	"2000"	"Unintentional"	"1"	2326	5130632	45.34	46.25	0.07%
	"Arizona"	"04"	"2000"	"2000"	"Suicide"	"2"	784	5130632	15.28	15.60	0.02%
	"Arizona"	"04"	"2000"	"2000"	"Homicide"	"3"	410	5130632	7.99	7.91	0.01%
	"Arizona"	"04"	"2000"	"2000"	"Undetermined "	"4"	66	5130632	1.29	1.28	0.00%
	"Arizona"	"04"	"2001"	"2001"	"Unintentional"	"1"	2475	5273477	46.93	47.59	0.07%
	"Arizona"	"04"	"2001"	"2001"	"Suicide"	"2"	767	5273477	14.54	14.79	0.02%
	"Arizona"	"04"	"2001"	"2001"	"Homicide"	"3"	494	5273477	9.37	9.29	0.01%
	"Arizona"	"04"	"2001"	"2001"	"Undetermined "	"4"	89	5273477	1.69	1.63	0.00%
	"Arizona"	"04"	"2002"	"2002"	"Unintentional"	"1"	2577	5396255	47.76	48.60	0.07%
	"Arizona"	"04"	"2002"	"2002"	"Suicide"	"2"	886	5396255	16.42	16.63	0.03%
	"Arizona"	"04"	"2002"	"2002"	"Homicide"	"3"	504	5396255	9.34	9.25	0.01%
	"Arizona"	"04"	"2002"	"2002"	"Undetermined "	"4"	100	5396255	1.85	1.82	0.00%
	"Arizona"	"04"	"2003"	"2003"	"Unintentional"	"1"	2697	5510364	48.94	49.79	0.08%
	"Arizona"	"04"	"2003"	"2003"	"Suicide"	"2"	840	5510364	15.24	15.54	0.02%
	"Arizona"	"04"	"2003"	"2003"	"Homicide"	"3"	498	5510364	9.04	8.80	0.01%
	"Arizona"	"04"	"2003"	"2003"	"Undetermined "	"4"	115	5510364	2.09	2.12	0.00%
	"Arizona"	"04"	"2004"	"2004"	"Unintentional"	"1"	2770	5652404	49.01	49.30	0.08%
	"Arizona"	"04"	"2004"	"2004"	"Suicide"	"2"	880	5652404	15.57	15.81	0.03%
	"Arizona"	"04"	"2004"	"2004"	"Homicide"	"3"	509	5652404	9.01	8.96	0.01%
	"Arizona"	"04"	"2004"	"2004"	"Undetermined "	"4"	119	5652404	2.11	2.17	0.00%
	"Arizona"	"04"	"2005"	"2005"	"Unintentional"	"1"	3150	5839077	53.95	54.72	0.09%
	"Arizona"	"04"	"2005"	"2005"	"Suicide"	"2"	945	5839077	16.18	16.36	0.03%
	"Arizona"	"04"	"2005"	"2005"	"Homicide"	"3"	532	5839077	9.11	9.01	0.02%
	"Arizona"	"04"	"2005"	"2005"	"Undetermined "	"4"	168	5839077	2.88	2.84	0.00%
	"Arizona"	"04"	"2006"	"2006"	"Unintentional"	"1"	3352	6029141	55.60	55.97	0.10%
	"Arizona"	"04"	"2006"	"2006"	"Suicide"	"2"	979	6029141	16.24	16.33	0.03%
	"Arizona"	"04"	"2006"	"2006"	"Homicide"	"3"	549	6029141	9.11	9.13	0.02%
	"Arizona"	"04"	"2006"	"2006"	"Undetermined "	"4"	134	6029141	2.22	2.26	0.00%
	"Arizona"	"04"	"2007"	"2007"	"Unintentional"	"1"	3161	6167681	51.25	51.85	0.09%
	"Arizona"	"04"	"2007"	"2007"	"Suicide"	"2"	1016	6167681	16.47	16.54	0.03%
	"Arizona"	"04"	"2007"	"2007"	"Homicide"	"3"	528	6167681	8.56	8.47	0.02%
	"Arizona"	"04"	"2007"	"2007"	"Undetermined "	"4"	123	6167681	1.99	2.02	0.00%
	"Arizona"	"04"	"2008"	"2008"	"Unintentional"	"1"	2956	6280362	47.07	47.28	0.09%
	"Arizona"	"04"	"2008"	"2008"	"Suicide"	"2"	972	6280362	15.48	15.49	0.03%
	"Arizona"	"04"	"2008"	"2008"	"Homicide"	"3"	474	6280362	7.55	7.63	0.01%
	"Arizona"	"04"	"2008"	"2008"	"Undetermined "	"4"	111	6280362	1.77	1.79	0.00%
	"Arizona"	"04"	"2009"	"2009"	"Unintentional"	"1"	2919	6343154	46.02	45.52	0.08%
	"Arizona"	"04"	"2009"	"2009"	"Suicide"	"2"	1060	6343154	16.71	16.70	0.03%
	"Arizona"	"04"	"2009"	"2009"	"Homicide"	"3"	387	6343154	6.10	6.21	0.01%
	"Arizona"	"04"	"2009"	"2009"	"Undetermined "	"4"	121	6343154	1.91	1.91	0.00%
	"Arizona"	"04"	"2010"	"2010"	"Unintentional"	"1"	3018	6392017	47.22	46.73	0.09%
	"Arizona"	"04"	"2010"	"2010"	"Suicide"	"2"	1093	6392017	17.10	17.01	0.03%
	"Arizona"	"04"	"2010"	"2010"	"Homicide"	"3"	418	6392017	6.54	6.74	0.01%
	"Arizona"	"04"	"2010"	"2010"	"Undetermined "	"4"	163	6392017	2.55	2.55	0.00%
	"Arizona"	"04"	"2011"	"2011"	"Unintentional"	"1"	3096	6482505	47.76	46.80	0.09%
	"Arizona"	"04"	"2011"	"2011"	"Suicide"	"2"	1160	6482505	17.89	17.84	0.03%
	"Arizona"	"04"	"2011"	"2011"	"Homicide"	"3"	402	6482505	6.20	6.36	0.01%
	"Arizona"	"04"	"2011"	"2011"	"Undetermined "	"4"	144	6482505	2.22	2.21	0.00%
	"Arizona"	"04"	"2012"	"2012"	"Unintentional"	"1"	3029	6553255	46.22	45.14	0.09%
	"Arizona"	"04"	"2012"	"2012"	"Suicide"	"2"	1156	6553255	17.64	17.30	0.03%
	"Arizona"	"04"	"2012"	"2012"	"Homicide"	"3"	394	6553255	6.01	6.20	0.01%
	"Arizona"	"04"	"2012"	"2012"	"Undetermined "	"4"	204	6553255	3.11	3.14	0.01%
	"Arizona"	"04"	"2013"	"2013"	"Unintentional"	"1"	3349	6626624	50.54	48.62	0.10%
	"Arizona"	"04"	"2013"	"2013"	"Suicide"	"2"	1163	6626624	17.55	17.51	0.03%
	"Arizona"	"04"	"2013"	"2013"	"Homicide"	"3"	389	6626624	5.87	5.97	0.01%
	"Arizona"	"04"	"2013"	"2013"	"Undetermined "	"4"	199	6626624	3.00	2.95	0.01%
	"Arizona"	"04"	"2014"	"2014"	"Unintentional"	"1"	3322	6731484	49.35	46.95	0.10%
	"Arizona"	"04"	"2014"	"2014"	"Suicide"	"2"	1244	6731484	18.48	18.01	0.04%
	"Arizona"	"04"	"2014"	"2014"	"Homicide"	"3"	322	6731484	4.78	5.00	0.01%
	"Arizona"	"04"	"2014"	"2014"	"Undetermined "	"4"	176	6731484	2.61	2.59	0.01%
	"Arizona"	"04"	"2015"	"2015"	"Unintentional"	"1"	3539	6828065	51.83	49.21	0.10%
	"Arizona"	"04"	"2015"	"2015"	"Suicide"	"2"	1276	6828065	18.69	18.21	0.04%
	"Arizona"	"04"	"2015"	"2015"	"Homicide"	"3"	364	6828065	5.33	5.53	0.01%
	"Arizona"	"04"	"2015"	"2015"	"Undetermined "	"4"	161	6828065	2.36	2.38	0.00%
	"Arizona"	"04"	"2016"	"2016"	"Unintentional"	"1"	4010	6931071	57.86	54.18	0.12%
	"Arizona"	"04"	"2016"	"2016"	"Suicide"	"2"	1271	6931071	18.34	17.66	0.04%
	"Arizona"	"04"	"2016"	"2016"	"Homicide"	"3"	420	6931071	6.06	6.29	0.01%
	"Arizona"	"04"	"2016"	"2016"	"Undetermined "	"4"	178	6931071	2.57	2.56	0.01%
	"Arizona"	"04"	"2017"	"2017"	"Unintentional"	"1"	4184	7016270	59.63	56.16	0.12%
	"Arizona"	"04"	"2017"	"2017"	"Suicide"	"2"	1327	7016270	18.91	18.16	0.04%
	"Arizona"	"04"	"2017"	"2017"	"Homicide"	"3"	441	7016270	6.29	6.56	0.01%
	"Arizona"	"04"	"2017"	"2017"	"Undetermined "	"4"	166	7016270	2.37	2.34	0.00%
	"Arkansas"	"05"	"1999"	"1999"	"Unintentional"	"1"	1287	2651860	48.53	47.56	0.04%
	"Arkansas"	"05"	"1999"	"1999"	"Suicide"	"2"	336	2651860	12.67	12.61	0.01%
	"Arkansas"	"05"	"1999"	"1999"	"Homicide"	"3"	179	2651860	6.75	6.81	0.01%
	"Arkansas"	"05"	"1999"	"1999"	"Undetermined "	"4"	78	2651860	2.94	3.02	0.00%
	"Arkansas"	"05"	"2000"	"2000"	"Unintentional"	"1"	1267	2673400	47.39	46.46	0.04%
	"Arkansas"	"05"	"2000"	"2000"	"Suicide"	"2"	349	2673400	13.05	12.99	0.01%
	"Arkansas"	"05"	"2000"	"2000"	"Homicide"	"3"	204	2673400	7.63	7.63	0.01%
	"Arkansas"	"05"	"2000"	"2000"	"Undetermined "	"4"	84	2673400	3.14	3.25	0.00%
	"Arkansas"	"05"	"2001"	"2001"	"Unintentional"	"1"	1277	2691571	47.44	46.52	0.04%
	"Arkansas"	"05"	"2001"	"2001"	"Suicide"	"2"	382	2691571	14.19	14.25	0.01%
	"Arkansas"	"05"	"2001"	"2001"	"Homicide"	"3"	183	2691571	6.80	6.93	0.01%
	"Arkansas"	"05"	"2001"	"2001"	"Undetermined "	"4"	70	2691571	2.60	2.71	0.00%
	"Arkansas"	"05"	"2002"	"2002"	"Unintentional"	"1"	1311	2705927	48.45	47.59	0.04%
	"Arkansas"	"05"	"2002"	"2002"	"Suicide"	"2"	377	2705927	13.93	13.96	0.01%
	"Arkansas"	"05"	"2002"	"2002"	"Homicide"	"3"	194	2705927	7.17	7.27	0.01%
	"Arkansas"	"05"	"2002"	"2002"	"Undetermined "	"4"	119	2705927	4.40	4.58	0.00%
	"Arkansas"	"05"	"2003"	"2003"	"Unintentional"	"1"	1304	2724816	47.86	46.88	0.04%
	"Arkansas"	"05"	"2003"	"2003"	"Suicide"	"2"	374	2724816	13.73	13.61	0.01%
	"Arkansas"	"05"	"2003"	"2003"	"Homicide"	"3"	195	2724816	7.16	7.29	0.01%
	"Arkansas"	"05"	"2003"	"2003"	"Undetermined "	"4"	108	2724816	3.96	4.10	0.00%
	"Arkansas"	"05"	"2004"	"2004"	"Unintentional"	"1"	1406	2749686	51.13	50.64	0.04%
	"Arkansas"	"05"	"2004"	"2004"	"Suicide"	"2"	361	2749686	13.13	12.99	0.01%
	"Arkansas"	"05"	"2004"	"2004"	"Homicide"	"3"	211	2749686	7.67	7.82	0.01%
	"Arkansas"	"05"	"2004"	"2004"	"Undetermined "	"4"	116	2749686	4.22	4.40	0.00%
	"Arkansas"	"05"	"2005"	"2005"	"Unintentional"	"1"	1329	2781097	47.79	46.98	0.04%
	"Arkansas"	"05"	"2005"	"2005"	"Suicide"	"2"	400	2781097	14.38	14.34	0.01%
	"Arkansas"	"05"	"2005"	"2005"	"Homicide"	"3"	219	2781097	7.87	7.96	0.01%
	"Arkansas"	"05"	"2005"	"2005"	"Undetermined "	"4"	143	2781097	5.14	5.34	0.00%
	"Arkansas"	"05"	"2006"	"2006"	"Unintentional"	"1"	1415	2821761	50.15	49.40	0.04%
	"Arkansas"	"05"	"2006"	"2006"	"Suicide"	"2"	376	2821761	13.33	13.29	0.01%
	"Arkansas"	"05"	"2006"	"2006"	"Homicide"	"3"	234	2821761	8.29	8.52	0.01%
	"Arkansas"	"05"	"2006"	"2006"	"Undetermined "	"4"	147	2821761	5.21	5.47	0.00%
	"Arkansas"	"05"	"2007"	"2007"	"Unintentional"	"1"	1391	2848650	48.83	47.79	0.04%
	"Arkansas"	"05"	"2007"	"2007"	"Suicide"	"2"	402	2848650	14.11	14.22	0.01%
