agency,year,state,population,ORI,anti_other_christian_violent,anti_jewish_violent,anti_lesbian_gay_bisexual_or_transgender_mixed_group_lgbt_violent,anti_white_violent,anti_multi_racial_group_violent,anti_ethnicity_other_than_hispanic_violent,anti_physical_disability_violent,anti_male_homosexual_gay_violent,anti_black_violent,anti_mormon_violent,anti_native_hawaiian_or_other_pacific_islander_violent,anti_transgender_violent,anti_sikh_violent,anti_protestant_violent,anti_multi_religious_group_violent,anti_buddhist_violent,anti_gender_non_conforming_violent,anti_heterosexual_violent,anti_bisexual_violent,anti_eastern_orthodox_greek_russian_etc_violent,anti_mental_disability_violent,anti_hispanic_violent,anti_arab_violent,anti_muslim_violent,anti_female_violent,anti_american_indian_or_native_alaskan_violent,anti_asian_violent,anti_female_homosexual_lesbian_violent,anti_other_religion_violent,anti_catholic_violent,anti_male_violent,anti_jehovahs_witness_violent,anti_hindu_violent,anti_atheism_agnosticism_violent,99_violent,anti_total_violent,anti_other_christian_nonviolent,anti_jewish_nonviolent,anti_lesbian_gay_bisexual_or_transgender_mixed_group_lgbt_nonviolent,anti_white_nonviolent,anti_multi_racial_group_nonviolent,anti_ethnicity_other_than_hispanic_nonviolent,anti_physical_disability_nonviolent,anti_male_homosexual_gay_nonviolent,anti_black_nonviolent,anti_mormon_nonviolent,anti_native_hawaiian_or_other_pacific_islander_nonviolent,anti_transgender_nonviolent,anti_sikh_nonviolent,anti_protestant_nonviolent,anti_multi_religious_group_nonviolent,anti_buddhist_nonviolent,anti_gender_non_conforming_nonviolent,anti_heterosexual_nonviolent,anti_bisexual_nonviolent,anti_eastern_orthodox_greek_russian_etc_nonviolent,anti_mental_disability_nonviolent,anti_hispanic_nonviolent,anti_arab_nonviolent,anti_muslim_nonviolent,anti_female_nonviolent,anti_american_indian_or_native_alaskan_nonviolent,anti_asian_nonviolent,anti_female_homosexual_lesbian_nonviolent,anti_other_religion_nonviolent,anti_catholic_nonviolent,anti_male_nonviolent,anti_jehovahs_witness_nonviolent,anti_hindu_nonviolent,anti_atheism_agnosticism_nonviolent,99_nonviolent,anti_total_nonviolent,anti_other_christian_total,anti_jewish_total,anti_lesbian_gay_bisexual_or_transgender_mixed_group_lgbt_total,anti_white_total,anti_multi_racial_group_total,anti_ethnicity_other_than_hispanic_total,anti_physical_disability_total,anti_male_homosexual_gay_total,anti_black_total,anti_mormon_total,anti_native_hawaiian_or_other_pacific_islander_total,anti_transgender_total,anti_sikh_total,anti_protestant_total,anti_multi_religious_group_total,anti_buddhist_total,anti_gender_non_conforming_total,anti_heterosexual_total,anti_bisexual_total,anti_eastern_orthodox_greek_russian_etc_total,anti_mental_disability_total,anti_hispanic_total,anti_arab_total,anti_muslim_total,anti_female_total,anti_american_indian_or_native_alaskan_total,anti_asian_total,anti_female_homosexual_lesbian_total,anti_other_religion_total,anti_catholic_total,anti_male_total,anti_jehovahs_witness_total,anti_hindu_total,anti_atheism_agnosticism_total,anti_total_total
Chicago Police Dept,2012,Illinois,2708382,ILCPD0000,0,0,0,0,0,1,0,6,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,7,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
Chicago Police Dept,2011,Illinois,2703713,ILCPD0000,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
Chicago Police Dept,2010,Illinois,2833649,ILCPD0000,0,1,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,1,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17
Chicago Police Dept,2009,Illinois,2833649,ILCPD0000,0,2,0,0,0,1,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,0,0,1,2,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,27
Chicago Police Dept,2008,Illinois,2829304,ILCPD0000,0,2,0,0,0,1,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,4,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,1,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,31
Chicago Police Dept,2007,Illinois,2824434,ILCPD0000,0,0,0,1,0,0,0,7,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,0,8,0,0,2,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,21,0,8,0,1,2,1,0,7,11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,37
Chicago Police Dept,2006,Illinois,2857796,ILCPD0000,0,0,0,4,0,1,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,22,0,2,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,2,0,4,2,1,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,33
Chicago Police Dept,2005,Illinois,2873441,ILCPD0000,0,0,0,8,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,24,0,4,0,2,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,4,0,10,0,1,0,5,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,38
Chicago Police Dept,2004,Illinois,2882746,ILCPD0000,0,0,0,2,0,2,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,30,0,5,0,4,0,2,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,24,0,5,0,6,0,4,0,11,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,2,0,0,0,0,0,0,54
Chicago Police Dept,2003,Illinois,2898374,ILCPD0000,0,0,0,8,0,6,0,10,7,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,2,0,0,0,0,0,0,0,0,39,0,7,0,1,0,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,19,0,7,0,9,0,8,0,11,12,0,0,0,0,1,0,0,0,0,0,0,1,4,0,1,0,0,3,1,0,0,0,0,0,0,58
Chicago Police Dept,2002,Illinois,2938299,ILCPD0000,0,0,0,11,0,0,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,38,0,5,0,2,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,13,0,0,0,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,52
Chicago Police Dept,2001,Illinois,2910709,ILCPD0000,0,7,1,2,0,3,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,5,27,3,0,0,1,4,0,0,0,0,0,0,0,75,0,5,0,1,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,1,1,1,0,0,0,0,0,0,28,0,12,1,3,0,3,0,17,15,0,0,0,0,0,0,0,0,0,0,0,0,6,35,3,0,0,2,5,1,0,0,0,0,0,103
Chicago Police Dept,2000,Illinois,2866191,ILCPD0000,0,4,0,6,0,4,0,15,22,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,3,0,1,0,0,0,0,0,0,61,0,4,3,1,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,0,0,1,0,0,0,0,0,26,0,8,3,7,0,5,0,15,32,0,0,0,0,0,0,0,0,0,0,0,1,7,2,0,0,0,5,0,1,1,0,0,0,0,87
Chicago Police Dept,1999,Illinois,2821032,ILCPD0000,0,4,0,7,1,1,0,11,27,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,2,0,0,0,0,0,0,0,0,60,0,3,2,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,7,2,10,1,1,0,11,34,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,2,0,0,1,0,0,0,0,78
Chicago Police Dept,1998,Illinois,2750917,ILCPD0000,0,2,0,15,0,1,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,1,0,0,0,0,0,0,0,61,0,0,0,0,1,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,19,0,2,0,15,1,1,0,21,29,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,5,1,0,0,0,0,0,0,80
Chicago Police Dept,1997,Illinois,2765852,ILCPD0000,0,7,0,30,2,2,0,13,31,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,91,0,5,0,6,2,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,35,0,12,0,36,4,2,0,19,42,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,3,1,0,0,0,0,0,126
Chicago Police Dept,1996,Illinois,2754118,ILCPD0000,0,8,0,15,0,1,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,1,0,0,0,0,0,0,0,53,0,6,0,2,1,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0,14,0,17,1,2,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,3,1,0,0,0,0,0,0,82
Chicago Police Dept,1995,Illinois,2749811,ILCPD0000,0,4,0,29,0,0,0,17,36,0,0,0,0,0,0,0,0,1,0,0,0,1,4,2,0,1,2,2,0,0,0,0,0,0,0,99,0,14,0,7,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,47,0,18,0,36,0,5,0,17,52,0,0,0,0,0,0,0,0,1,0,0,0,3,5,2,0,1,4,2,0,0,0,0,0,0,146
Chicago Police Dept,1994,Illinois,2802494,ILCPD0000,0,14,0,36,1,3,0,22,45,0,0,0,0,0,0,0,0,0,0,0,0,11,6,1,0,0,1,3,0,0,0,0,0,0,0,143,0,34,0,9,1,5,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,73,0,48,0,45,2,8,0,26,59,0,0,0,0,0,0,0,0,0,0,0,0,14,7,1,0,0,1,5,0,0,0,0,0,0,216
Chicago Police Dept,1993,Illinois,2788996,ILCPD0000,0,11,0,52,1,5,0,27,48,0,0,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,2,1,1,0,0,0,0,0,0,156,0,14,2,6,0,3,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,2,2,0,0,0,0,0,0,0,61,0,25,2,58,1,8,0,31,70,0,0,0,0,0,0,0,0,2,0,0,0,7,4,1,0,0,4,3,1,0,0,0,0,0,217
Chicago Police Dept,1992,Illinois,2832901,ILCPD0000,0,5,0,63,0,5,0,21,47,0,0,0,0,0,0,0,0,0,1,0,0,5,9,0,0,1,3,5,0,0,0,0,0,0,0,165,0,7,0,10,0,2,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,37,0,12,0,73,0,7,0,24,56,0,0,0,0,0,0,0,0,0,1,0,0,7,10,0,0,1,5,6,0,0,0,0,0,0,202
Chicago Police Dept,1991,Illinois,2811478,ILCPD0000,0,6,0,35,3,2,0,15,25,0,0,0,0,0,0,0,0,0,0,0,0,4,13,1,0,0,2,1,0,0,0,0,0,0,0,107,0,9,1,10,0,4,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,38,0,15,1,45,3,6,0,17,32,0,0,0,0,0,0,0,0,0,0,0,0,5,16,1,0,1,2,1,0,0,0,0,0,0,145
