agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,burglary_tot_arrests,burglary_tot_adult,burglary_tot_juv,burglary_tot_male,burglary_tot_female,burglary_tot_male_adult,burglary_tot_male_juv,burglary_tot_female_adult,burglary_tot_female_juv,burglary_male_under_10,burglary_male_10_12,burglary_male_13_14,burglary_male_15,burglary_male_16,burglary_male_17,burglary_male_18,burglary_male_19,burglary_male_20,burglary_male_21,burglary_male_22,burglary_male_23,burglary_male_24,burglary_male_25_29,burglary_male_30_34,burglary_male_35_39,burglary_male_40_44,burglary_male_45_49,burglary_male_50_54,burglary_male_55_59,burglary_male_60_64,burglary_male_over_64,burglary_female_under_10,burglary_female_10_12,burglary_female_13_14,burglary_female_15,burglary_female_16,burglary_female_17,burglary_female_18,burglary_female_19,burglary_female_20,burglary_female_21,burglary_female_22,burglary_female_23,burglary_female_24,burglary_female_25_29,burglary_female_30_34,burglary_female_35_39,burglary_female_40_44,burglary_female_45_49,burglary_female_50_54,burglary_female_55_59,burglary_female_60_64,burglary_female_over_64,burglary_adult_white,burglary_adult_black,burglary_adult_asian,burglary_adult_indian,burglary_juv_white,burglary_juv_black,burglary_juv_asian,burglary_juv_indian
Pine Knoll Shores,1980,North Carolina,NC,659,NC01607,NC0160700,37,031,37031,2,1,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Indian Beach,1980,North Carolina,NC,61,NC01609,NC0160900,37,031,37031,8,2,6,6,2,0,6,2,6,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0
Caswell,1980,North Carolina,NC,20630,NC01700,NC0170000,37,033,37033,25,19,6,24,1,18,6,1,6,0,0,0,0,3,3,7,3,0,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,3,3,0,0
Catawba,1980,North Carolina,NC,64922,NC01800,NC0180000,37,035,37035,213,169,44,196,17,160,36,9,36,0,0,0,0,24,12,17,17,27,23,4,14,22,24,5,6,0,0,0,1,0,0,0,0,0,0,8,0,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,142,27,0,0,39,5,0,0
Conover,1980,North Carolina,NC,4707,NC01801,NC0180100,37,035,37035,14,9,5,12,2,7,5,2,5,0,0,0,0,2,3,0,0,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,5,0,0
Hickory,1980,North Carolina,NC,20473,NC01802,NC0180200,37,035,37035,92,70,22,86,6,67,19,3,19,0,0,2,0,8,9,9,10,6,7,3,7,1,14,5,2,2,1,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20,0,0,16,6,0,0
Maiden,1980,North Carolina,NC,2551,NC01803,NC0180300,37,035,37035,22,15,7,22,0,15,7,0,7,0,0,5,0,1,1,3,1,3,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,7,0,0,0
Newton,1980,North Carolina,NC,7580,NC01804,NC0180400,37,035,37035,24,22,2,23,1,21,2,1,2,0,0,0,0,0,2,2,2,1,2,2,4,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,2,0,0,0
Claremont,1980,North Carolina,NC,881,NC01806,NC0180600,37,035,37035,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Longview,1980,North Carolina,NC,3580,NC01807,NC0180700,37,035,37035,19,7,12,19,0,7,12,0,12,0,0,1,3,6,2,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,11,1,0,0
Chatham,1980,North Carolina,NC,27574,NC01900,NC0190000,37,037,37037,37,29,8,35,2,27,8,2,8,0,0,0,0,5,3,10,3,2,3,0,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22,7,0,0,5,3,0,0
Siler City,1980,North Carolina,NC,4467,NC01901,NC0190100,37,037,37037,9,5,4,9,0,5,4,0,4,0,0,0,0,3,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,3,0,0
Pittsboro,1980,North Carolina,NC,1333,NC01902,NC0190200,37,037,37037,8,7,1,7,1,6,1,1,1,0,0,0,0,0,1,0,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0
Cherokee,1980,North Carolina,NC,15252,NC02000,NC0200000,37,039,37039,18,18,0,14,4,14,0,4,0,0,0,0,0,0,0,2,1,2,1,0,0,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0
Andrews,1980,North Carolina,NC,1633,NC02001,NC0200100,37,039,37039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murphy,1980,North Carolina,NC,2055,NC02002,NC0200200,37,039,37039,6,4,2,6,0,4,2,0,2,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0
Chowan,1980,North Carolina,NC,7257,NC02100,NC0210000,37,041,37041,12,3,9,11,1,3,8,0,8,0,2,1,0,1,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,6,3,0,0
Edenton,1980,North Carolina,NC,5240,NC02101,NC0210100,37,041,37041,13,8,5,13,0,8,5,0,5,0,0,0,0,2,3,0,1,0,1,0,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,5,0,0
Clay,1980,North Carolina,NC,6593,NC02200,NC0220000,37,043,37043,19,14,5,14,5,9,5,5,5,0,1,1,0,2,1,2,0,0,1,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,14,0,0,0,5,0,0,0
Cleveland,1980,North Carolina,NC,56223,NC02300,NC0230000,37,045,37045,56,46,10,52,4,43,9,3,9,0,0,0,0,3,6,6,3,7,6,4,3,1,5,3,3,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37,9,0,0,9,1,0,0
Kings Mountain,1980,North Carolina,NC,8436,NC02301,NC0230100,37,045,37045,10,10,0,10,0,10,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0
