agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agg_assault_tot_arrests,agg_assault_tot_adult,agg_assault_tot_juv,agg_assault_tot_male,agg_assault_tot_female,agg_assault_tot_male_adult,agg_assault_tot_male_juv,agg_assault_tot_female_adult,agg_assault_tot_female_juv,agg_assault_male_under_10,agg_assault_male_10_12,agg_assault_male_13_14,agg_assault_male_15,agg_assault_male_16,agg_assault_male_17,agg_assault_male_18,agg_assault_male_19,agg_assault_male_20,agg_assault_male_21,agg_assault_male_22,agg_assault_male_23,agg_assault_male_24,agg_assault_male_25_29,agg_assault_male_30_34,agg_assault_male_35_39,agg_assault_male_40_44,agg_assault_male_45_49,agg_assault_male_50_54,agg_assault_male_55_59,agg_assault_male_60_64,agg_assault_male_over_64,agg_assault_female_under_10,agg_assault_female_10_12,agg_assault_female_13_14,agg_assault_female_15,agg_assault_female_16,agg_assault_female_17,agg_assault_female_18,agg_assault_female_19,agg_assault_female_20,agg_assault_female_21,agg_assault_female_22,agg_assault_female_23,agg_assault_female_24,agg_assault_female_25_29,agg_assault_female_30_34,agg_assault_female_35_39,agg_assault_female_40_44,agg_assault_female_45_49,agg_assault_female_50_54,agg_assault_female_55_59,agg_assault_female_60_64,agg_assault_female_over_64,agg_assault_adult_white,agg_assault_adult_black,agg_assault_adult_asian,agg_assault_adult_indian,agg_assault_juv_white,agg_assault_juv_black,agg_assault_juv_asian,agg_assault_juv_indian
Ashe,1980,North Carolina,NC,21519,NC00500,NC0050000,37,009,37009,11,11,0,8,3,8,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0
West Jefferson,1980,North Carolina,NC,817,NC00501,NC0050100,37,009,37009,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Avery,1980,North Carolina,NC,11771,NC00600,NC0060000,37,011,37011,25,23,2,18,7,17,1,6,1,0,0,0,0,0,1,3,0,1,0,2,0,1,3,0,3,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,23,0,0,0,2,0,0,0
Banner Elk,1980,North Carolina,NC,1090,NC00602,NC0060200,37,011,37011,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Beaufort,1980,North Carolina,NC,28137,NC00700,NC0070000,37,013,37013,115,115,0,95,20,95,0,20,0,0,0,0,0,0,0,8,3,9,3,1,3,5,18,14,12,5,4,6,2,0,2,0,0,0,0,0,0,0,0,2,2,1,0,0,6,4,1,0,1,1,2,0,0,68,47,0,0,0,0,0,0
Washington,1980,North Carolina,NC,8448,NC00701,NC0070100,37,013,37013,28,26,2,21,7,19,2,7,2,0,0,0,0,0,2,0,1,1,2,1,1,0,3,6,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,0,1,0,0,0,0,0,7,19,0,0,2,0,0,0
Belhaven,1980,North Carolina,NC,2466,NC00703,NC0070300,37,013,37013,47,47,0,46,1,46,0,1,0,0,0,0,0,0,0,0,3,1,3,5,6,1,16,5,0,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,42,0,0,0,0,0,0
Bertie,1980,North Carolina,NC,16822,NC00800,NC0080000,37,015,37015,43,39,4,40,3,36,4,3,4,0,0,0,0,2,2,2,3,0,1,3,4,1,6,6,3,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,5,34,0,0,1,3,0,0
Aulander,1980,North Carolina,NC,1189,NC00801,NC0080100,37,015,37015,7,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0
Windsor,1980,North Carolina,NC,2156,NC00802,NC0080200,37,015,37015,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
Lewiston,1980,North Carolina,NC,459,NC00803,NC0080300,37,015,37015,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bladen,1980,North Carolina,NC,23235,NC00900,NC0090000,37,017,37017,81,71,10,54,27,50,4,21,4,0,0,1,0,1,2,1,2,3,1,0,1,1,9,2,10,8,7,1,2,1,1,0,0,3,2,0,1,0,1,0,0,0,2,1,3,5,3,2,3,1,0,0,0,14,57,0,0,3,7,0,0
Bladenboro,1980,North Carolina,NC,1385,NC00901,NC0090100,37,017,37017,13,11,2,13,0,11,2,0,2,0,0,0,0,0,2,0,0,0,0,2,1,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,2,0,0,0
Clarkton,1980,North Carolina,NC,664,NC00902,NC0090200,37,017,37017,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Elizabethtown,1980,North Carolina,NC,3535,NC00903,NC0090300,37,017,37017,48,47,1,43,5,43,0,4,0,0,0,0,0,0,0,1,0,3,3,8,4,5,7,6,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,18,29,0,0,1,0,0,0
Brunswick,1980,North Carolina,NC,28432,NC01000,NC0100000,37,019,37019,117,115,2,107,10,105,2,10,2,0,0,0,0,0,2,2,5,4,7,8,7,7,16,18,12,5,2,8,2,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,4,0,0,0,1,0,1,0,0,77,37,0,1,2,0,0,0
Long Beach,1980,North Carolina,NC,1795,NC01001,NC0100100,37,019,37019,11,9,2,9,2,7,2,2,2,0,1,0,0,0,1,0,1,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,2,0,0,1,1,0,0
Southport,1980,North Carolina,NC,2824,NC01003,NC0100300,37,019,37019,13,13,0,11,2,11,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10,3,0,0,0,0,0,0
Boiling Spring Lakes,1980,North Carolina,NC,1e3,NC01005,NC0100500,37,019,37019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunset Beach,1980,North Carolina,NC,326,NC01007,NC0100700,37,019,37019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ocean Isle Beach,1980,North Carolina,NC,110,NC01008,NC0100800,37,019,37019,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Buncombe,1980,North Carolina,NC,96957,NC01100,NC0110000,37,021,37021,106,105,1,91,15,91,0,14,0,0,0,0,0,0,0,3,4,7,3,5,7,1,16,12,3,13,2,5,7,1,2,0,0,0,0,1,0,1,0,0,0,0,0,1,3,4,3,2,0,0,0,0,0,79,24,2,0,1,0,0,0
Asheville,1980,North Carolina,NC,53708,NC01101,NC0110100,37,021,37021,141,120,21,118,23,99,19,21,19,0,0,2,4,9,4,5,6,4,5,3,2,7,22,9,10,6,4,4,2,5,5,0,0,0,0,1,1,0,0,0,1,0,1,1,3,3,2,3,3,1,2,0,1,68,51,0,1,13,8,0,0
Black Mountain,1980,North Carolina,NC,4098,NC01102,NC0110200,37,021,37021,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Biltmore Forest,1980,North Carolina,NC,1510,NC01103,NC0110300,37,021,37021,2,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Montreat,1980,North Carolina,NC,737,NC01105,NC0110500,37,021,37021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Woodfin,1980,North Carolina,NC,3255,NC01106,NC0110600,37,021,37021,16,16,0,14,2,14,0,2,0,0,0,0,0,0,0,0,0,1,1,2,2,0,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
Burke,1980,North Carolina,NC,53349,NC01200,NC0120000,37,023,37023,101,93,8,91,10,85,6,8,6,0,0,0,2,2,2,1,3,3,5,5,5,5,9,12,10,9,5,4,3,4,2,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,3,0,0,0,84,9,0,0,8,0,0,0
Morganton,1980,North Carolina,NC,13682,NC01201,NC0120100,37,023,37023,21,19,2,17,4,15,1,4,1,1,0,0,0,0,1,0,0,1,1,1,0,1,3,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,15,4,0,0,2,0,0,0
Valdese,1980,North Carolina,NC,3335,NC01202,NC0120200,37,023,37023,7,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Drexel,1980,North Carolina,NC,1377,NC01203,NC0120300,37,023,37023,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cabarrus,1980,North Carolina,NC,39083,NC01300,NC0130000,37,025,37025,73,66,7,65,8,58,7,8,7,0,0,0,0,2,5,3,2,4,4,5,2,2,8,8,3,4,8,1,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,2,1,0,0,0,0,0,44,21,0,1,5,2,0,0
Concord,1980,North Carolina,NC,16851,NC01301,NC0130100,37,025,37025,30,27,3,28,2,25,3,2,3,0,0,0,0,1,2,2,0,2,1,1,1,2,4,3,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11,16,0,0,3,0,0,0
Kannapolis,1980,North Carolina,NC,29579,NC01302,NC0130200,37,025,37025,96,92,4,84,12,81,3,11,3,0,0,0,0,2,1,2,5,4,8,3,3,6,21,9,5,4,8,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4,0,3,1,0,0,0,0,50,41,0,1,2,2,0,0
Caldwell,1980,North Carolina,NC,47780,NC01400,NC0140000,37,027,37027,85,80,5,75,10,70,5,10,5,0,0,0,0,2,3,3,0,3,5,7,3,0,14,7,9,4,3,5,1,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,1,0,0,1,0,0,0,77,3,0,0,5,0,0,0
Granite Falls,1980,North Carolina,NC,2564,NC01401,NC0140100,37,027,37027,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lenoir,1980,North Carolina,NC,13420,NC01402,NC0140200,37,027,37027,96,87,9,82,14,75,7,12,7,0,0,0,1,4,2,2,2,4,2,3,7,3,16,13,6,6,4,3,1,1,2,0,0,0,0,2,0,1,0,0,0,2,1,0,4,0,2,1,1,0,0,0,0,62,25,0,0,8,1,0,0
Hudson,1980,North Carolina,NC,3206,NC01404,NC0140400,37,027,37027,3,3,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Camden,1980,North Carolina,NC,5820,NC01500,NC0150000,37,029,37029,11,11,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0
Carteret,1980,North Carolina,NC,26965,NC01600,NC0160000,37,031,37031,26,24,2,26,0,24,2,0,2,0,0,0,0,1,1,1,5,2,2,1,1,0,4,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,1,1,0,0
Beaufort,1980,North Carolina,NC,4404,NC01601,NC0160100,37,031,37031,27,25,2,27,0,25,2,0,2,0,0,0,1,1,0,3,0,1,0,1,4,1,5,5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,1,1,0,0
Morehead City,1980,North Carolina,NC,4335,NC01602,NC0160200,37,031,37031,25,23,2,24,1,22,2,1,2,0,0,0,0,0,2,0,1,0,0,2,2,0,6,3,4,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,5,0,1,0,2,0,0
Atlantic Beach,1980,North Carolina,NC,724,NC01603,NC0160300,37,031,37031,16,13,3,13,3,11,2,2,2,0,0,0,1,1,0,1,2,1,3,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0
Newport Pd,1980,North Carolina,NC,1878,NC01604,NC0160400,37,031,37031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cape Carteret,1980,North Carolina,NC,952,NC01605,NC0160500,37,031,37031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emerald Isle,1980,North Carolina,NC,816,NC01606,NC0160600,37,031,37031,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pine Knoll Shores,1980,North Carolina,NC,659,NC01607,NC0160700,37,031,37031,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Indian Beach,1980,North Carolina,NC,61,NC01609,NC0160900,37,031,37031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caswell,1980,North Carolina,NC,20630,NC01700,NC0170000,37,033,37033,78,77,1,71,7,70,1,7,1,0,0,0,0,0,1,1,0,0,3,4,6,4,21,12,7,4,6,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,1,0,0,0,0,15,62,0,0,0,1,0,0
Catawba,1980,North Carolina,NC,64922,NC01800,NC0180000,37,035,37035,252,241,11,229,23,218,11,23,11,0,0,1,0,7,3,10,8,9,7,7,12,9,46,35,32,21,13,7,1,0,1,0,0,0,0,0,0,2,1,1,1,0,1,1,4,1,5,4,1,0,0,1,0,194,47,0,0,10,1,0,0
Conover,1980,North Carolina,NC,4707,NC01801,NC0180100,37,035,37035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hickory,1980,North Carolina,NC,20473,NC01802,NC0180200,37,035,37035,82,78,4,77,5,73,4,5,4,0,0,0,0,1,3,3,8,4,3,2,1,2,16,11,5,3,7,3,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,36,42,0,0,2,2,0,0
Maiden,1980,North Carolina,NC,2551,NC01803,NC0180300,37,035,37035,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Newton,1980,North Carolina,NC,7580,NC01804,NC0180400,37,035,37035,70,67,3,63,7,60,3,7,3,0,0,0,0,1,2,0,1,3,3,6,7,2,10,10,6,2,2,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,1,0,0,45,22,0,0,3,0,0,0
Claremont,1980,North Carolina,NC,881,NC01806,NC0180600,37,035,37035,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Longview,1980,North Carolina,NC,3580,NC01807,NC0180700,37,035,37035,6,4,2,6,0,4,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0
Chatham,1980,North Carolina,NC,27574,NC01900,NC0190000,37,037,37037,42,42,0,39,3,39,0,3,0,0,0,0,0,0,0,0,3,2,4,2,4,0,8,7,6,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,16,26,0,0,0,0,0,0
Siler City,1980,North Carolina,NC,4467,NC01901,NC0190100,37,037,37037,59,53,6,55,4,49,6,4,6,0,0,0,0,2,4,3,6,1,5,3,0,2,11,5,7,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,24,29,0,0,5,1,0,0
Pittsboro,1980,North Carolina,NC,1333,NC01902,NC0190200,37,037,37037,9,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0
Cherokee,1980,North Carolina,NC,15252,NC02000,NC0200000,37,039,37039,35,35,0,32,3,32,0,3,0,0,0,0,0,0,0,1,2,0,1,3,3,0,3,3,4,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,34,1,0,0,0,0,0,0
Andrews,1980,North Carolina,NC,1633,NC02001,NC0200100,37,039,37039,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Murphy,1980,North Carolina,NC,2055,NC02002,NC0200200,37,039,37039,4,4,0,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0
Chowan,1980,North Carolina,NC,7257,NC02100,NC0210000,37,041,37041,11,11,0,9,2,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,7,0,0,0,0,0,0
Edenton,1980,North Carolina,NC,5240,NC02101,NC0210100,37,041,37041,12,9,3,10,2,7,3,2,3,0,0,0,0,0,3,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0
Clay,1980,North Carolina,NC,6593,NC02200,NC0220000,37,043,37043,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
