agency,year,state,population,ORI,anti_white_violent,anti_multi_racial_group_violent,anti_muslim_violent,anti_hispanic_violent,anti_black_violent,anti_mental_disability_violent,anti_male_homosexual_gay_violent,anti_ethnicity_other_than_hispanic_violent,anti_jewish_violent,anti_american_indian_or_native_alaskan_violent,anti_physical_disability_violent,anti_transgender_violent,anti_other_religion_violent,anti_asian_violent,anti_lesbian_gay_bisexual_or_transgender_mixed_group_lgbt_violent,anti_female_homosexual_lesbian_violent,anti_catholic_violent,anti_multi_religious_group_violent,anti_bisexual_violent,anti_arab_violent,anti_native_hawaiian_or_other_pacific_islander_violent,anti_heterosexual_violent,anti_other_christian_violent,anti_sikh_violent,anti_protestant_violent,anti_gender_non_conforming_violent,anti_female_violent,anti_hindu_violent,anti_jehovahs_witness_violent,anti_buddhist_violent,anti_mormon_violent,anti_atheism_agnosticism_violent,anti_eastern_orthodox_greek_russian_etc_violent,anti_male_violent,anti_total_violent,anti_white_nonviolent,anti_multi_racial_group_nonviolent,anti_muslim_nonviolent,anti_hispanic_nonviolent,anti_black_nonviolent,anti_mental_disability_nonviolent,anti_male_homosexual_gay_nonviolent,anti_ethnicity_other_than_hispanic_nonviolent,anti_jewish_nonviolent,anti_american_indian_or_native_alaskan_nonviolent,anti_physical_disability_nonviolent,anti_transgender_nonviolent,anti_other_religion_nonviolent,anti_asian_nonviolent,anti_lesbian_gay_bisexual_or_transgender_mixed_group_lgbt_nonviolent,anti_female_homosexual_lesbian_nonviolent,anti_catholic_nonviolent,anti_multi_religious_group_nonviolent,anti_bisexual_nonviolent,anti_arab_nonviolent,anti_native_hawaiian_or_other_pacific_islander_nonviolent,anti_heterosexual_nonviolent,anti_other_christian_nonviolent,anti_sikh_nonviolent,anti_protestant_nonviolent,anti_gender_non_conforming_nonviolent,anti_female_nonviolent,anti_hindu_nonviolent,anti_jehovahs_witness_nonviolent,anti_buddhist_nonviolent,anti_mormon_nonviolent,anti_atheism_agnosticism_nonviolent,anti_eastern_orthodox_greek_russian_etc_nonviolent,anti_male_nonviolent,anti_total_nonviolent,anti_white_sexual,anti_multi_racial_group_sexual,anti_muslim_sexual,anti_hispanic_sexual,anti_black_sexual,anti_mental_disability_sexual,anti_male_homosexual_gay_sexual,anti_ethnicity_other_than_hispanic_sexual,anti_jewish_sexual,anti_american_indian_or_native_alaskan_sexual,anti_physical_disability_sexual,anti_transgender_sexual,anti_other_religion_sexual,anti_asian_sexual,anti_lesbian_gay_bisexual_or_transgender_mixed_group_lgbt_sexual,anti_female_homosexual_lesbian_sexual,anti_catholic_sexual,anti_multi_religious_group_sexual,anti_bisexual_sexual,anti_arab_sexual,anti_native_hawaiian_or_other_pacific_islander_sexual,anti_heterosexual_sexual,anti_other_christian_sexual,anti_sikh_sexual,anti_protestant_sexual,anti_gender_non_conforming_sexual,anti_female_sexual,anti_hindu_sexual,anti_jehovahs_witness_sexual,anti_buddhist_sexual,anti_mormon_sexual,anti_atheism_agnosticism_sexual,anti_eastern_orthodox_greek_russian_etc_sexual,anti_male_sexual,anti_total_sexual,anti_white_total,anti_multi_racial_group_total,anti_muslim_total,anti_hispanic_total,anti_black_total,anti_mental_disability_total,anti_male_homosexual_gay_total,anti_ethnicity_other_than_hispanic_total,anti_jewish_total,anti_american_indian_or_native_alaskan_total,anti_physical_disability_total,anti_transgender_total,anti_other_religion_total,anti_asian_total,anti_lesbian_gay_bisexual_or_transgender_mixed_group_lgbt_total,anti_female_homosexual_lesbian_total,anti_catholic_total,anti_multi_religious_group_total,anti_bisexual_total,anti_arab_total,anti_native_hawaiian_or_other_pacific_islander_total,anti_heterosexual_total,anti_other_christian_total,anti_sikh_total,anti_protestant_total,anti_gender_non_conforming_total,anti_female_total,anti_hindu_total,anti_jehovahs_witness_total,anti_buddhist_total,anti_mormon_total,anti_atheism_agnosticism_total,anti_eastern_orthodox_greek_russian_etc_total,anti_male_total,anti_total_total
Chicago Police Dept,1999,Illinois,2821032,ILCPD0000,7,1,0,6,27,1,11,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,0,0,2,7,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,8,34,1,11,1,7,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
Chicago Police Dept,2007,Illinois,2824434,ILCPD0000,1,0,0,0,3,1,7,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,8,0,0,1,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,11,1,7,1,8,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
Chicago Police Dept,2008,Illinois,2829304,ILCPD0000,0,0,1,3,8,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,5,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,0,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
Chicago Police Dept,1992,Illinois,2832901,ILCPD0000,63,0,0,5,47,0,21,5,5,1,0,0,0,3,0,5,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,10,0,0,2,9,0,3,2,7,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,7,56,0,24,7,12,1,0,0,0,5,0,6,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202
Chicago Police Dept,2009,Illinois,2833649,ILCPD0000,0,0,0,0,3,0,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,2,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,8,0,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
Chicago Police Dept,2010,Illinois,2833649,ILCPD0000,1,0,0,0,4,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,4,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Chicago Police Dept,2006,Illinois,2857796,ILCPD0000,4,0,0,1,3,0,11,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,2,0,1,4,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,7,0,11,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
Chicago Police Dept,2000,Illinois,2866191,ILCPD0000,6,0,0,5,22,0,15,4,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,0,0,2,10,1,0,1,4,0,0,0,0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,7,32,1,15,5,8,0,0,0,1,5,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
Chicago Police Dept,2005,Illinois,2873441,ILCPD0000,8,0,0,0,10,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0,1,3,0,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,13,0,5,1,4,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38
Chicago Police Dept,2004,Illinois,2882746,ILCPD0000,2,0,1,2,13,0,8,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,1,2,5,0,3,2,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,4,18,0,11,4,5,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
Chicago Police Dept,2003,Illinois,2898374,ILCPD0000,8,0,1,3,7,1,10,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39,1,0,0,1,5,0,1,2,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,4,12,1,11,8,7,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58
Chicago Police Dept,2001,Illinois,2910709,ILCPD0000,2,0,3,5,8,0,14,3,7,0,0,0,0,1,1,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1,0,0,1,7,0,3,0,5,0,0,0,1,1,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,15,0,17,3,12,0,0,0,1,2,1,5,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
Chicago Police Dept,2002,Illinois,2938299,ILCPD0000,11,0,0,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,0,0,0,4,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,11,0,21,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
